open,high,low,close,volume,date
41.35,42.13,41.21,41.4,6463100,2024-10-10
41.32,41.65,41.099998,41.6,4436500,2024-10-11
41.66,41.72,39.93,40.79,7192100,2024-10-14
40.95,41.388,40.39,40.76,6115300,2024-10-15
40.735,41.71,40.515,41.39,5360600,2024-10-16
41.68,41.75,39.83,39.86,5973400,2024-10-17
39.99,40.155,39.3,39.93,5751500,2024-10-18
39.5,40.37,39.46,40.31,4626900,2024-10-21
40.84,41.66,40.57,41.29,6027100,2024-10-22
42.4,43.0,41.125,41.16,5882400,2024-10-23
41.43,41.94,41.17,41.78,4923100,2024-10-24
42.14,42.495,41.94,42.14,7142400,2024-10-25
42.59,43.145,42.18,42.3,5830500,2024-10-28
42.145,42.96,41.5,42.61,5487400,2024-10-29
42.72,43.54,42.36,43.14,6682800,2024-10-30
51.12,52.65,48.0,51.72,37475800,2024-10-31
51.11,52.07,50.66,51.44,12925100,2024-11-01
52.74,53.07,49.97,50.0,19491400,2024-11-04
49.92,51.61,49.61,51.18,10265800,2024-11-05
51.99,53.0,50.85,52.9,8570900,2024-11-06
52.88,53.66,51.85,53.11,7974600,2024-11-07
52.88,54.07,52.17,52.4,8165600,2024-11-08
52.45,55.099998,52.38,54.56,12354500,2024-11-11
54.15,55.09,54.099998,54.38,10280600,2024-11-12
54.45,54.65,52.91,53.14,8333900,2024-11-13
52.37,53.57,51.82,52.73,6913600,2024-11-14
52.5,52.53,50.68,50.73,9122600,2024-11-15
51.0,51.25,50.21,51.029999,14484500,2024-11-18
50.53,53.16,50.53,52.24,9487400,2024-11-19
52.29,52.32,50.6,51.52,13117600,2024-11-20
51.035,51.4,48.099998,49.35,15731600,2024-11-21
49.28,50.376,48.61,49.38,6826600,2024-11-22
49.13,49.49,47.95,49.16,9519100,2024-11-25
49.18,50.0099983,48.93,49.060001,6919300,2024-11-26
49.09,50.545,48.61,49.37,5617900,2024-11-27
49.81,50.73,49.68,50.13,3629200,2024-11-29
50.99,52.65,50.94,52.16,8231700,2024-12-02
51.76,53.63,51.63,53.53,6239400,2024-12-03
53.92,54.61,53.36,54.54,5883500,2024-12-04
54.94,59.14,54.73,58.94,21008700,2024-12-05
58.87,59.8,57.76,59.31,8964100,2024-12-06
59.22,59.22,55.61,56.93,8585100,2024-12-09
56.91,57.41,55.65,56.26,5277000,2024-12-10
58.41,61.0099983,57.65,59.89,13017100,2024-12-11
59.89,61.049999,58.6,59.61,6492400,2024-12-12
60.0,60.217,58.776,59.6,5793500,2024-12-13
58.87,61.77,58.424,61.45,6389600,2024-12-16
60.85,61.35,59.32,61.25,5141300,2024-12-17
60.833,61.53,58.24,58.8,7498800,2024-12-18
58.33,59.565,57.88,58.91,5903700,2024-12-19
57.92,60.17,57.49,60.11,8456400,2024-12-20
60.44,60.63,59.049999,59.27,4592600,2024-12-23
59.17,59.63,57.891,59.56,2071800,2024-12-24
59.0,60.099998,58.85,59.93,2720400,2024-12-26
59.95,59.95,58.33,59.45,3353400,2024-12-27
58.13,59.209,57.3,58.48,3756900,2024-12-30
58.52,58.781,57.71,57.86,2888000,2024-12-31
58.5,59.105,57.02,58.84,4917300,2025-01-02
59.13,61.0,59.13,60.47,4655100,2025-01-03
60.71,62.42,60.57,61.93,7279900,2025-01-06
62.41,62.48,59.96,61.3,5780800,2025-01-07
62.83,63.58,60.71,62.049999,8283600,2025-01-08
61.36,62.2,60.134,61.82,6191000,2025-01-10
60.57,61.42,59.39,61.37,7364100,2025-01-13
62.145,62.98,61.33,62.26,7653500,2025-01-14
63.515,64.43,62.79,63.74,6072600,2025-01-15
64.53,66.51,64.3,65.26,9823900,2025-01-16
66.28,66.45,65.13,65.53,5767000,2025-01-17
66.37,66.86,65.63,66.099998,5421100,2025-01-21
66.52,66.85,65.21,66.0,5600400,2025-01-22
64.77,67.32,64.099998,67.11,6112500,2025-01-23
67.2,67.43,66.52,67.07,3650600,2025-01-24
64.32,67.864,63.88,67.17,5308600,2025-01-27
67.465,69.12,66.91,68.43,5572100,2025-01-28
68.85,70.68,68.059998,70.080002,6473000,2025-01-29
70.050003,71.765,69.5,71.38,11757600,2025-01-30
71.5,71.89,70.25,71.07,10723400,2025-01-31
69.63,71.7,69.63,70.68,7748300,2025-02-03
71.94,73.86,71.31,73.79,9084000,2025-02-04
74.21,75.74,73.47,75.47,13637900,2025-02-05
60.135,67.86,60.0099983,67.12,52586500,2025-02-06
66.69,69.15,64.335,66.28,23985500,2025-02-07
64.78,65.99,63.63,65.050003,11079100,2025-02-10
64.15,66.5,63.75,66.050003,8893400,2025-02-11
65.37,66.28,63.96,64.2,6736500,2025-02-12
63.82,65.6,63.22,65.53,7822400,2025-02-13
65.48,67.18,65.25,66.75,6356600,2025-02-14
66.83,67.17,64.67,66.099998,7276800,2025-02-18
66.19,66.88,63.63,63.64,5530800,2025-02-19
63.47,63.59,60.76,62.82,13014100,2025-02-20
62.82,63.0,62.040001,62.51,6810500,2025-02-21
61.3,61.84,59.9,61.07,8743100,2025-02-24
60.5,60.575,58.51,59.4,7713100,2025-02-25
59.385,61.049999,59.074001,59.78,9739900,2025-02-26
61.26,62.79,60.28,60.43,14136800,2025-02-27
62.4,64.44,61.8,63.64,13449400,2025-02-28
64.4,65.17,61.86,62.18,8510800,2025-03-03
60.8,63.27,58.6,62.66,9304400,2025-03-04
62.87,63.58,61.26,63.31,3672200,2025-03-05
62.040001,62.38,58.37,58.57,5942000,2025-03-06
58.2,59.325,53.58,57.17,11386600,2025-03-07
55.94,55.98,52.3,53.77,12828700,2025-03-10
53.46,55.37,52.56,54.75,16627300,2025-03-11
56.665,57.54,55.46,56.86,7632300,2025-03-12
57.82,57.85,54.57,55.73,13424000,2025-03-13
57.36,58.44,55.5,56.51,11659700,2025-03-14
56.45,57.98,56.22,56.97,7443300,2025-03-17
56.82,57.11,54.97,55.98,4833900,2025-03-18
56.12,58.77,55.8,58.099998,7160400,2025-03-19
57.74,59.4,57.23,57.92,5489200,2025-03-20
58.21,61.44,57.099998,61.16,13370900,2025-03-21
61.925,62.5,60.785,61.18,7901400,2025-03-24
61.7,62.659,60.64,62.0099983,4742400,2025-03-25
61.86,62.13,60.0099983,60.36,3650600,2025-03-26
59.75,60.61,59.17,59.5,3415900,2025-03-27
59.25,60.89,58.437,59.07,6546600,2025-03-28
57.65,58.62,56.323,58.29,5148800,2025-03-31
62.23,62.23,58.22,60.99,13917000,2025-04-01
60.415,63.78,60.33,61.61,9559000,2025-04-02
57.885,59.53,57.49,58.22,6559500,2025-04-03
55.89,56.5,51.27,52.96,10526500,2025-04-04
50.51,56.080002,50.099998,52.53,7628400,2025-04-07
54.51,55.24,50.28,51.22,5377600,2025-04-08
51.175,57.395,50.84,57.31,9857300,2025-04-09
57.11,57.125,54.14,56.12,7466400,2025-04-10
55.215,57.73,55.2,57.26,5989300,2025-04-11
58.48,58.8,56.030998,56.91,4406100,2025-04-14
57.2,59.9,57.16,58.88,6082900,2025-04-15
58.12,60.0,57.86,59.09,6835100,2025-04-16
59.3,60.63,58.908,59.71,5119400,2025-04-17
59.6,60.56,58.73,59.91,5899800,2025-04-21
60.63,62.72,60.605,62.15,6128100,2025-04-22
64.074997,64.63,62.65,63.48,6949000,2025-04-23
62.79,65.99,62.79,65.69,7671800,2025-04-24
65.555,66.9,65.42,66.58,4441600,2025-04-25
66.38,67.099998,65.65,66.43,5738300,2025-04-28
66.43,66.84,65.54,66.4,8248200,2025-04-29
63.945,67.07,63.5,67.050003,10361300,2025-04-30
70.11,71.6,66.5,69.0,21650100,2025-05-01
71.38,74.24,71.2,74.089996,15015600,2025-05-02
71.98,72.95,71.27,71.82,11736400,2025-05-05
70.0,71.58,68.55,70.77,10523100,2025-05-06
71.029999,71.865,70.089996,70.44,5415300,2025-05-07
70.87,71.61,69.88,70.050003,4736800,2025-05-08
70.21,72.47,70.17,71.88,7287100,2025-05-09
73.010002,74.6,70.96,73.49,8716400,2025-05-12
73.93,77.24,73.38,77.019997,12375800,2025-05-13
77.4,79.5,77.26,79.45,10788000,2025-05-14
79.74,80.9,78.69,80.77,11137500,2025-05-15
80.43,82.019997,80.43,81.27,9291900,2025-05-16
79.13,81.966,78.66,81.21,7479800,2025-05-19
81.67,81.9,80.059998,81.71,9476200,2025-05-20
81.050003,83.040001,80.6,81.16,6541800,2025-05-21
81.099998,82.94,81.029999,81.81,6929500,2025-05-22
80.5,82.96,80.13,82.26,4579100,2025-05-23
83.2,85.465,83.0,85.43,8085500,2025-05-27
85.059998,85.98,84.58,84.64,5682800,2025-05-28
85.035004,85.32,83.743,84.79,4666000,2025-05-29
85.8,87.16,84.415,86.98,14088900,2025-05-30
87.2,90.0,87.18,89.95,10060600,2025-06-02
90.2,90.41,88.75,89.95,5871700,2025-06-03
89.61,91.68,89.61,91.07,6569100,2025-06-04
92.0,94.21,91.15,94.2,14582900,2025-06-05
94.83,96.28,94.6,95.8,14102200,2025-06-06
94.24,94.885,91.81,93.42,11066800,2025-06-09
92.99,94.79,91.65,93.72,7740100,2025-06-10
93.73,96.45,93.67,96.17,6621100,2025-06-11
96.19,98.15,94.59,95.11,8674400,2025-06-12
93.8,97.58,93.73,97.17,9216100,2025-06-13
98.34,100.76,98.019997,100.44,9324900,2025-06-16
100.42,101.45,100.040001,101.12,7433300,2025-06-17
101.75,103.029999,101.75,102.65,8863300,2025-06-18
103.2,103.57,100.901,102.089996,9958700,2025-06-20
101.98,104.63,101.33,103.49,6742500,2025-06-23
104.23,105.22,103.059998,104.78,5517200,2025-06-24
104.99,105.3,102.735,102.84,6601700,2025-06-25
103.335,105.8,102.55,105.0,6697300,2025-06-26
105.0,105.87,103.69,105.59,11053900,2025-06-27
105.79,106.17,103.055,105.2,8945900,2025-06-30
104.61,105.28,100.059998,100.65,9733400,2025-07-01
100.58,103.88,100.0,102.4,9560900,2025-07-02
102.41,104.32,102.32,103.59,3215400,2025-07-03
102.92,108.0,102.25,107.76,8510500,2025-07-07
106.485,106.85,103.22,104.94,5962000,2025-07-08
105.475,106.71,104.302,106.68,5102400,2025-07-09
106.9,107.37,102.73,105.029999,5636700,2025-07-10
104.95,108.099998,104.81,105.69,4544500,2025-07-11
106.35,111.96,106.35,111.83,8032300,2025-07-14
110.61,113.07,110.21,112.48,8105900,2025-07-15
112.4,120.16,112.23,119.019997,15276300,2025-07-16
118.89,123.33,118.31,122.17,9859500,2025-07-17
122.88,124.6,121.35,124.5,8544800,2025-07-18
123.751,127.99,121.55,124.5,9628000,2025-07-21
123.515,124.2,118.6,120.2,10629500,2025-07-22
118.4,119.65,113.95,118.63,13090700,2025-07-23
119.36,120.25,117.82,118.12,6586400,2025-07-24
118.57,121.79,117.84,118.82,5551900,2025-07-25
119.825,120.96,118.16,120.96,5119400,2025-07-28
121.505,122.010002,116.51,118.33,6595900,2025-07-29
118.14,125.51,117.76,124.94,11351700,2025-07-30
149.60001,150.59,135.64999,137.78999,24665800,2025-07-31
132.41,133.37,124.44,125.029999,15011800,2025-08-01
126.15,132.78999,125.099998,130.7,13557700,2025-08-04
129.14,130.72,126.31,127.11,7409700,2025-08-05
126.88,134.35001,126.7,134.14,7787500,2025-08-06
134.31,135.080002,127.38,129.63,7124500,2025-08-07
130.85001,132.96001,128.36501,128.71001,5704900,2025-08-08
128.5,132.58,127.010002,130.74001,6810800,2025-08-11
131.0,133.62,128.73,129.53,5703900,2025-08-12
129.81,130.23,123.099998,126.78,7721700,2025-08-13
126.91,129.27,124.97,125.28,6504200,2025-08-14
113.83,117.63,112.0,117.34,18735700,2025-08-15
115.46,121.3,112.12,119.95,14632500,2025-08-18
118.35,119.93,115.725,118.28,7512600,2025-08-19
117.7,120.305,114.87,118.49,14166700,2025-08-20
116.39,118.0,113.7,114.85,7005200,2025-08-21
115.78,119.41,114.12,117.52,7644700,2025-08-22
123.22,127.55,122.0,124.81,13501100,2025-08-25
123.625,126.95,122.63,124.76,13720800,2025-08-26
124.99,125.059998,121.28,122.7,6751200,2025-08-27
123.725,128.14,123.215,126.88,6445800,2025-08-28
125.99,126.7,122.6,124.59,5447400,2025-08-29
121.21,129.0099945,119.16,128.47,7892100,2025-09-02
129.105,133.91,128.34,133.46001,10665100,2025-09-03
134.2,135.67,127.59,129.78999,8036000,2025-09-04
131.84,132.13,124.95,127.69,6947700,2025-09-05
129.74001,130.63,127.21,128.47,8338000,2025-09-08
129.89999,134.38,129.89999,131.78999,6537200,2025-09-09
132.515,132.97,130.75999,132.84,4701800,2025-09-10
134.83,136.39,131.912,132.96001,8601900,2025-09-11
133.64,136.2,132.5,133.31,5252600,2025-09-12
134.32001,139.97,134.23,137.25,7538900,2025-09-15
138.28999,138.73,135.14999,135.84,4991100,2025-09-16
135.75,136.0,129.56,135.38,7944400,2025-09-17
136.5,137.98,133.83,135.53999,4674800,2025-09-18
136.295,137.83,134.78999,135.17999,16750900,2025-09-19
136.14,138.42999,134.10001,136.84,6625700,2025-09-22
137.42,137.84,132.2,132.22,5184600,2025-09-23
133.88,135.86501,132.175,133.13,6128400,2025-09-24
130.965,133.5,128.75,132.039993,4564900,2025-09-25
132.22,135.24001,130.66,135.059998,4097200,2025-09-26
140.71001,142.0,137.69501,141.56,8665300,2025-09-29
141.0,141.45,133.12,138.52,8637100,2025-09-30
136.13499,137.95,134.0,134.070007,6767500,2025-10-01
135.25,137.0,131.81,133.5,6564100,2025-10-02
125.22,127.99,120.56,122.69,15088200,2025-10-03
123.79,126.11,122.25,124.66,274062,2025-10-06
